SessionId	ItemId	CatId	Time
11297096	214700739	1	1411789594.838
11297096	214700735	1	1411789697.976
11297096	214700737	1	1411789748.175
11297096	214710182	1	1411789812.04
11297096	214852215	1	1411789863.187
11297096	214852222	1	1411789879.022
11297096	214832156	1	1411790608.328
11297096	214572900	1	1411790783.203
11297096	214851322	1	1411791017.788
11297096	214544799	1	1411791102.837
11297096	214677416	1	1411791167.159
11297096	214544782	1	1411791268.023
11297096	214544780	1	1411791313.018
11297096	214717867	1	1411791490.031
11297096	214748327	1	1411791573.866
11297097	214568098	0	1411569008.372
11297097	214568098	0	1411571902.754
11297111	214696183	1	1411580615.82
11297111	214713107	1	1411580705.815
11297116	214564247	1	1411735383.725
11297116	214839347	1	1411735475.523
11297116	214684708	1	1411735872.193
11297116	214690783	1	1411736371.002
11297123	214855170	5	1411648655.507
11297123	214510455	5	1411648839.326
11297128	214849350	6	1411713585.149
11297128	214849350	6	1411713698.493
11297136	214844364	1	1411625036.421
11297136	214844364	1	1411625039.139
11297136	214844364	1	1411625336.39
11297136	214844364	1	1411625341.335
11297136	214629118	1	1411625525.434
11297161	214820246	2	1411685850.758
11297161	214584832	2	1411686171.936
11297161	214820246	2	1411686465.741
11297162	214712930	1	1411554980.542
11297162	214705530	1	1411555010.117
11297162	214712932	1	1411555042.17
11297162	214712934	1	1411555079.017
11297166	214545879	0	1411646248.724
11297166	214684712	0	1411646257.231
11297166	214535649	0	1411646260.734
11297167	214600995	2	1411573233.182
11297167	214539337	2	1411573257.464
11297167	214833733	2	1411573343.531
11297167	214641127	2	1411573627.496
11297174	214708063	5	1411665441.531
11297174	214526190	8	1411665626.52
11297174	214526197	8	1411665772.196
11297174	214526190	8	1411665846.475
11297178	214853338	1	1411826279.991
11297178	214850949	1	1411826303.614
11297178	214850949	1	1411826338.127
11297178	214684717	0	1411826380.713
11297178	214684717	0	1411826633.872
11297178	214853338	1	1411826869.002
11297181	214821341	5	1411585310.738
11297181	214844394	5	1411585371.201
11297186	214706180	4	1411504801.517
11297186	214706180	4	1411504898.421
11297187	214748338	7	1411748267.582
11297187	214748291	7	1411748285.338
11297193	214839339	2	1411542184.866
11297193	214839339	2	1411542614.342
11297193	214570547	2	1411542783.641
11297193	214851146	2	1411542853.462
11297193	214545879	0	1411542883.465
11297193	214851146	2	1411542943.009
11297193	214839341	2	1411543126.31
11297194	214717760	1	1411735523.272
11297194	214856767	1	1411735556.446
11297194	214687742	1	1411735600.709
11297194	214856767	1	1411735604.183
11297204	214576235	4	1411657062.907
11297204	214573177	4	1411657857.641
11297207	214644855	2	1411621982.527
11297207	214700428	2	1411622068.802
11297207	214685760	2	1411622098.729
11297207	214700630	2	1411622267.988
11297207	214700435	2	1411622349.111
11297207	214700499	2	1411622549.726
11297207	214532038	2	1411622582.3
11297208	214554152	0	1411572720.82
11297208	214639614	1	1411573132.866
11297213	214691306	2	1411618601.441
11297213	214861800	2	1411618645.799
11297213	214691248	2	1411618986.962
11297213	214838726	2	1411619110.798
11297213	214838722	2	1411619182.334
11297213	214838726	2	1411619239.005
11297213	214838387	2	1411619256.68
11297213	214862122	2	1411619394.69
11297218	214858847	7	1411538064.477
11297218	214568122	7	1411538118.335
11297218	214568111	7	1411538164.563
11297218	214569238	7	1411538206.464
11297218	214569238	7	1411538247.699
11297218	214708271	7	1411538446.006
11297218	214568111	7	1411538628.689
11297218	214858856	7	1411538755.615
11297218	214859034	7	1411539162.395
11297218	214859034	7	1411539423.93
11297218	214568122	7	1411539832.627
11297218	214568111	7	1411539886.989
11297218	214859034	7	1411539937.901
11297218	214854146	3	1411540156.483
11297218	214853184	3	1411540225.015
11297218	214854510	3	1411540313.947
11297218	214839962	3	1411540387.172
11297218	214837442	3	1411540416.002
11297218	214858903	7	1411540451.108
11297218	214858903	7	1411540555.201
11297218	214858365	7	1411540583.656
11297218	214858850	7	1411541130.261
11297218	214858903	7	1411541490.853
11297218	214858365	7	1411543266.339
11297218	214708271	7	1411544053.306
11297229	214687905	3	1411582898.472
11297229	214859872	3	1411582934.541
11297229	214572452	3	1411582971.363
11297229	214695525	3	1411583021.084
11297229	214858689	3	1411583039.812
11297229	214568124	0	1411583159.66
11297229	214849460	3	1411583269.21
11297229	214844347	3	1411583818.865
11297229	214829366	3	1411583854.132
11297229	214849312	3	1411583892.267
11297229	214851313	3	1411583923.956
11297229	214832747	3	1411583950.815
11297229	214857774	0	1411583974.559
11297229	214849012	3	1411583989.35
11297229	214836932	3	1411584019.341
11297229	214561402	3	1411584074.738
11297229	214707995	3	1411584130.81
11297229	214851290	3	1411584156.684
11297233	214853094	3	1411617652.355
11297233	214853094	3	1411620832.092
11297233	214853094	3	1411620947.161
11297237	214864515	1	1411719817.827
11297237	214864509	1	1411719842.938
11297239	214820267	0	1411834295.573
11297239	214677656	1	1411834334.059
11297239	214677647	1	1411834388.794
11297239	214677650	1	1411834452.762
11297242	214657751	2	1411809637.532
11297242	214657787	2	1411809675.669
11297244	214509144	4	1411563304.115
11297244	214539238	4	1411563336.539
11297259	214684093	6	1411721438.433
11297259	214684093	6	1411722224.676
11297262	214508287	6	1411731374.703
11297262	214849350	6	1411731396.854
11297267	214832773	2	1411639051.377
11297267	214832773	2	1411639125.445
11297271	214774676	2	1411582348.247
11297271	214774676	2	1411582592.539
11297271	214774678	2	1411584024.36
11297271	214774676	2	1411584312.548
11297274	214853717	6	1411632453.347
11297274	214853717	6	1411632482.256
11297276	214716984	1	1411651861.767
11297276	214716965	1	1411651934.703
11297276	214716999	1	1411652022.801
11297277	214829259	1	1411577949.228
11297277	214602778	0	1411578384.332
11297277	214856762	1	1411580115.544
11297277	214717753	1	1411580244.462
11297283	214684957	2	1411736005.739
11297283	214696751	0	1411736314.704
11297283	214696751	0	1411737131.837
11297287	214668247	7	1411487893.216
11297287	214668247	7	1411487915.987
11297292	214554675	3	1411557113.769
11297292	214853852	3	1411557178.654
11297302	214537050	0	1411577868.857
11297302	214680857	1	1411578053.407
11297308	214546027	2	1411655176.292
11297308	214546022	2	1411655307.262
11297313	214531436	0	1411538974.333
11297313	214576777	1	1411538981.467
11297313	214576777	1	1411539015.826
11297318	214844158	7	1411645201.984
11297318	214844158	7	1411645471.209
11297318	214509013	7	1411645634.618
11297318	214844160	7	1411645703.84
11297318	214844160	7	1411646739.142
11297319	214827002	3	1411592666.342
11297319	214854152	3	1411592748.464
11297319	214853353	3	1411592813.105
11297319	214853698	0	1411592849.817
11297319	214829280	0	1411592895.589
11297319	214853713	0	1411592922.72
11297319	214853430	0	1411592952.051
11297319	214706102	3	1411592997.893
11297319	214706102	3	1411593070.742
11297319	214853709	3	1411593106.78
11297319	214853709	3	1411593134.372
11297319	214819721	3	1411593178.112
11297328	214518652	8	1411482561.035
11297328	214845907	8	1411482844.085
11297333	214677465	1	1411473696.149
11297333	214677465	1	1411474990.326
11297336	214677465	1	1411543784.1
11297336	214677465	1	1411543846.276
11297336	214677465	1	1411546934.814
11297336	214677465	1	1411548810.785
11297336	214677465	1	1411550263.402
11297336	214677465	1	1411552326.463
11297338	214677465	1	1411573624.421
11297338	214677465	1	1411575360.79
11297338	214677465	1	1411575637.335
11297339	214677465	1	1411633274.163
11297339	214677465	1	1411634264.113
11297344	214677465	1	1411742946.555
11297344	214677465	1	1411745301.026
11297347	214677465	1	1411802754.531
11297347	214677465	1	1411803178.797
11297349	214665277	3	1411573964.363
11297349	214849284	3	1411574100.982
11297349	214851290	3	1411574183.759
11297349	214849284	3	1411574295.769
11297349	214665277	3	1411574366.494
11297349	214667859	3	1411574511.099
11297353	214850756	0	1411523634.247
11297353	214718220	3	1411523657.389
11297353	214850754	3	1411523687.293
11297353	214717888	0	1411523822.914
11297358	214514295	1	1411548521.703
11297358	214849406	1	1411548582.857
11297361	214853700	0	1411575563.79
11297361	214853353	3	1411575646.571
11297361	214820396	3	1411575684.542
11297363	214612738	5	1411827552.816
11297363	214612738	5	1411827613.713
11297368	214844165	7	1411712867.365
11297368	214844165	7	1411712873.955
11297368	214844165	7	1411712904.444
11297378	214683208	2	1411652478.209
11297378	214683965	2	1411652932.33
11297378	214683969	2	1411653091.548
11297378	214848782	2	1411653153.323
11297378	214683969	2	1411653177.311
11297379	214696646	5	1411627196.059
11297379	214850454	5	1411627293.886
11297379	214696646	5	1411627351.348
11297379	214696644	5	1411627367.307
11297389	214836596	1	1411835882.198
11297389	214853657	1	1411835942.859
11297389	214854114	0	1411836003.768
11297407	214650645	8	1411756199.449
11297407	214639200	0	1411756281.436
11297407	214652975	8	1411756748.479
11297412	214531550	0	1411546323.815
11297412	214856582	1	1411546466.183
11297412	214716643	1	1411546564.705
11297412	214644686	0	1411546642.915
11297413	214700621	2	1411818835.984
11297413	214596380	2	1411819075.142
11297413	214596152	2	1411819199.612
11297416	214601235	12	1411810433.618
11297416	214694752	12	1411810879.945
11297417	214696830	2	1411797269.439
11297417	214712278	2	1411797324.99
11297427	214836129	2	1411648745.196
11297427	214836129	2	1411648747.686
11297427	214836129	2	1411648964.586
11297427	214836129	2	1411648968.737
11297431	214708267	2	1411837700.298
11297431	214835402	2	1411837789.135
11297431	214835402	2	1411837846.564
11297431	214835402	2	1411837975.394
11297431	214837290	2	1411838364.595
11297431	214837282	2	1411838390.656
11297431	214708269	2	1411838459.585
11297431	214835402	2	1411838627.662
11297434	214847486	7	1411845503.068
11297434	214535092	7	1411845556.652
11297436	214848159	0	1411829539.282
11297436	214712132	0	1411829586.073
11297436	214848159	0	1411829602.645
11297436	214848159	0	1411829618.987
11297438	214850949	1	1411817503.342
11297438	214849796	0	1411817794.214
11297438	214850949	1	1411818080.84
11297444	214674412	5	1411828370.088
11297444	214846222	5	1411828406.281
11297444	214674412	5	1411828430.363
11297444	214674412	5	1411828561.711
11297444	214674457	5	1411828604.017
11297451	214850287	1	1411751142.629
11297451	214848795	1	1411751175.829
11297451	214561997	0	1411751309.831
11297451	214556216	0	1411751327.94
11297451	214678785	1	1411754686.489
11297458	214846031	1	1411577082.653
11297458	214846031	1	1411577087.755
11297458	214838107	1	1411577174.778
11297458	214838107	1	1411577178.14
11297458	214826835	1	1411577340.621
11297458	214826835	1	1411577344.37
11297466	214853090	3	1411569330.092
11297466	214853090	3	1411569333.717
11297473	214853216	0	1411839366.564
11297473	214820844	0	1411839382.297
11297473	214575722	0	1411839423.159
11297473	214537470	0	1411839447.83
11297473	214691357	0	1411839502.864
11297473	214691471	0	1411839508.112
11297473	214691462	0	1411839546.166
11297473	214691426	0	1411839556.711
11297473	214691321	0	1411839565.194
11297473	214691231	0	1411839579.822
11297473	214545879	0	1411839592.454
11297473	214584821	0	1411839635.826
11297477	214674412	5	1411753512.815
11297477	214674412	5	1411753532.574
11297477	214674412	5	1411753547.942
11297482	214515842	7	1411810064.491
11297482	214515842	7	1411810092.677
11297482	214550368	7	1411810108.28
11297482	214699033	0	1411810134.239
11297482	214699033	0	1411810186.921
11297483	214651822	0	1411581799.824
11297483	214651824	0	1411581851.749
11297484	214712332	2	1411562896.823
11297484	214840571	2	1411562978.758
11297484	214840571	2	1411563025.401
11297484	214854525	2	1411563131.126
11297484	214840571	2	1411563196.207
11297499	214853094	3	1411571357.614
11297499	214853090	3	1411571393.972
11297501	214853184	3	1411542708.289
11297501	214859300	3	1411542789.876
11297501	214854165	3	1411542821.824
11297501	214854510	3	1411542954.086
11297501	214853865	3	1411543001.094
11297506	214839339	2	1411752868.491
11297506	214839339	2	1411752873.963
11297507	214556885	1	1411723220.89
11297507	214556885	1	1411723225.736
11297507	214556885	1	1411724620.437
11297507	214556885	1	1411724633.125
11297509	214856707	3	1411711812.604
11297509	214856908	3	1411711866.167
11297509	214716746	3	1411711902.18
11297509	214853096	3	1411711952.83
11297511	214695356	1	1411559221.72
11297511	214695367	1	1411559273.631
11297516	214717097	1	1411834196.441
11297516	214717097	1	1411834202.043
11297518	214645860	7	1411545187.262
11297518	214645860	7	1411545241.743
11297518	214535060	7	1411545275.093
11297526	214711333	9	1411583069.676
11297526	214851028	1	1411583463.069
11297532	214677422	1	1411721345.03
11297532	214677422	1	1411721443.781
11297532	214677422	1	1411721733.508
11297532	214677491	1	1411721744.327
11297532	214677446	1	1411721749.909
11297532	214677459	1	1411721765.843
11297532	214677461	1	1411721785.697
11297532	214677405	1	1411721789.71
11297533	214508287	6	1411720974.874
11297533	214508287	6	1411721321.9
11297538	214849807	1	1411800343.089
11297538	214850360	12	1411802010.896
11297538	214644654	0	1411802503.278
11297538	214717820	1	1411802531.431
11297539	214700885	0	1411815305.715
11297539	214700885	0	1411815659.05
11297539	214856585	1	1411815687.118
11297546	214553595	6	1411632692.625
11297546	214690820	6	1411632920.919
11297546	214690820	6	1411632992.113
11297548	214820210	3	1411719944.532
11297548	214687447	3	1411719973.533
11297551	214682126	6	1411634200.537
11297551	214674677	6	1411634218.294
11297551	214674677	6	1411634477.708
11297552	214553664	2	1411627339.0
11297552	214553664	5	1411628164.104
11297554	214544550	1	1411644719.921
11297554	214836551	1	1411644795.147
11297554	214819472	1	1411644888.675
11297554	214716950	1	1411644974.892
11297554	214678528	1	1411645170.557
11297554	214846462	1	1411645194.81
11297556	214738464	2	1411574650.929
11297556	214738464	2	1411574743.898
11297556	214578326	1	1411574844.048
11297556	214821330	1	1411574862.425
11297556	214738464	2	1411575740.542
11297568	214684093	6	1411630726.774
11297568	214684093	6	1411630754.176
11297569	214696667	1	1411620592.178
11297569	214675985	1	1411620629.524
11297571	214854682	5	1411717919.817
11297571	214854682	5	1411717973.805
11297579	214850932	2	1411538210.703
11297579	214834989	2	1411538663.989
11297586	214586743	0	1411830454.863
11297586	214832023	0	1411830587.478
11297618	214716984	1	1411544195.287
11297618	214716945	1	1411544260.358
11297618	214832657	1	1411544311.887
11297618	214716939	1	1411544405.634
11297618	214716950	1	1411544457.35
11297626	214710275	4	1411576748.488
11297626	214710275	4	1411576785.163
11297631	214691531	0	1411550078.345
11297631	214691522	0	1411550160.41
11297632	214552509	1	1411546363.607
11297632	214552509	1	1411549453.26
11297636	214853280	1	1411645242.967
11297636	214717571	1	1411645315.845
11297651	214717807	5	1411740947.445
11297651	214539570	0	1411741053.553
11297652	214716080	9	1411581545.438
11297652	214716510	9	1411581637.645
11297652	214835192	9	1411581983.063
11297652	214715990	9	1411582020.85
11297652	214716232	9	1411582157.341
11297652	214835190	9	1411582185.202
11297652	214839296	9	1411582465.644
11297652	214839172	9	1411582519.074
11297652	214845521	9	1411582596.265
11297652	214744616	9	1411582649.923
11297652	214744661	9	1411582695.426
11297652	214744616	9	1411582842.988
11297652	214845521	9	1411582895.629
11297652	214837522	9	1411582985.975
11297652	214536596	9	1411583139.073
11297652	214536557	9	1411583160.516
11297652	214696125	9	1411583223.557
11297652	214839161	9	1411583425.472
11297652	214540817	2	1411583634.067
11297652	214830656	11	1411583675.1
11297652	214860103	11	1411583724.279
11297652	214830656	11	1411583745.08
11297652	214830656	11	1411583784.599
11297652	214743819	11	1411583846.617
11297652	214830744	11	1411583914.265
11297652	214743819	11	1411583948.406
11297652	214854148	3	1411584177.753
11297652	214849462	3	1411584266.074
11297652	214677401	3	1411584585.157
11297652	214564387	3	1411584624.983
11297652	214564387	3	1411584779.524
11297652	214558397	3	1411584790.348
11297652	214558397	3	1411584856.252
11297652	214564387	3	1411584862.716
11297652	214573590	3	1411584908.852
11297652	214849455	3	1411584922.444
11297652	214613705	3	1411584956.492
11297652	214849455	3	1411584995.829
11297652	214829385	3	1411585019.146
11297653	214837822	9	1411728348.043
11297653	214839159	9	1411728371.856
11297653	214716212	9	1411728393.3
11297654	214857564	6	1411616067.678
11297654	214857564	6	1411616072.002
11297654	214836410	6	1411616249.019
11297654	214569204	6	1411616513.913
11297654	214569204	6	1411616514.841
11297654	214511664	4	1411616880.896
11297654	214836928	4	1411616939.015
11297654	214836928	4	1411616940.499
11297654	214836943	4	1411616982.244
11297654	214836943	4	1411616984.096
11297654	214836928	4	1411616998.584
11297654	214512152	4	1411617034.027
11297654	214836973	4	1411617047.148
11297654	214836973	4	1411617048.648
11297654	214512152	4	1411617099.075
11297671	214554371	0	1411743854.467
11297671	214554371	0	1411744597.699
11297679	214648597	1	1411825069.046
11297679	214712055	1	1411825097.989
11297687	214850280	2	1411828151.264
11297687	214663166	2	1411828225.878
11297694	214853096	3	1411741585.152
11297694	214853096	3	1411742069.482
11297701	214859297	3	1411721634.82
11297701	214859300	3	1411721977.381
11297701	214858903	7	1411722002.474
11297708	214820190	1	1411580463.551
11297708	214820190	1	1411580466.325
11297713	214552168	2	1411738255.931
11297713	214709975	1	1411738362.988
11297713	214819612	0	1411738522.45
11297713	214850630	0	1411738564.823
11297713	214819612	0	1411738592.096
11297713	214712132	0	1411738597.612
11297713	214850630	0	1411738612.554
11297713	214712132	0	1411738621.959
11297716	214555254	3	1411561922.389
11297716	214854358	3	1411562835.175
11297716	214859126	3	1411562878.291
11297718	214821032	3	1411577207.259
11297718	214821032	3	1411577211.562
11297718	214829666	3	1411577539.501
11297718	214829666	3	1411577543.199
11297726	214600468	1	1411575600.876
11297726	214600468	1	1411575602.895
11297726	214836506	1	1411575690.375
11297726	214836506	1	1411575692.658
11297726	214835120	1	1411576060.911
11297726	214835120	1	1411576062.866
11297727	214552505	1	1411764788.654
11297727	214774695	1	1411766528.55
11297727	214774700	1	1411766557.212
11297727	214552612	1	1411766576.003
11297728	214695307	1	1411569696.347
11297728	214695309	1	1411569974.876
11297729	214701290	1	1411625086.79
11297729	214636575	1	1411625113.403
11297729	214707967	1	1411625144.711
11297736	214568094	3	1411574952.505
11297736	214675895	3	1411575197.026
11297746	214508287	6	1411654183.949
11297746	214508287	6	1411654240.569
11297751	214587935	2	1411582385.313
11297751	214600931	2	1411582459.576
11297752	214714734	1	1411558769.758
11297752	214538370	1	1411558813.906
11297762	214851315	0	1411571136.713
11297762	214857774	0	1411571155.599
11297767	214829390	4	1411806081.698
11297767	214835132	4	1411806091.202
11297772	214642016	2	1411799934.608
11297772	214836830	2	1411799965.537
11297772	214851135	2	1411800032.182
11297772	214836830	2	1411800078.889
11297772	214687685	2	1411800115.863
11297772	214851135	2	1411800874.509
11297772	214836830	2	1411800889.796
11297778	214826947	1	1411722797.089
11297778	214826947	1	1411722878.801
11297778	214832156	1	1411722898.934
11297778	214849342	1	1411722918.45
11297779	214716945	1	1411727688.715
11297779	214716950	1	1411727882.284
11297779	214716945	1	1411728066.658
11297779	214832655	1	1411728213.083
11297779	214716945	1	1411728979.13
11297794	214696802	0	1411813554.866
11297794	214696802	0	1411813563.367
11297796	214851236	3	1411719615.986
11297796	214820396	3	1411719641.487
11297796	214854358	3	1411719728.217
11297796	214858689	3	1411719757.819
11297796	214859872	3	1411719821.974
11297796	214859306	3	1411719843.735
11297796	214859921	3	1411719953.988
11297796	214829385	3	1411720017.423
11297796	214850938	3	1411720120.354
11297796	214850936	3	1411720145.469
11297796	214718177	3	1411720157.462
11297796	214859855	3	1411720189.651
11297796	214859917	3	1411720266.595
11297796	214690749	0	1411720348.164
11297796	214859919	3	1411720385.43
11297796	214853852	3	1411720455.281
11297796	214554675	3	1411720487.285
11297796	214854148	3	1411720523.766
11297796	214820345	3	1411720647.613
11297807	214845506	1	1411638613.969
11297807	214845502	1	1411638704.031
11297814	214607102	2	1411638659.74
11297814	214839842	2	1411638731.313
11297818	214859872	3	1411754480.995
11297818	214680722	3	1411754638.189
11297818	214680725	3	1411754710.583
11297821	214846389	2	1411576968.451
11297821	214851135	2	1411577009.917
11297821	214687685	2	1411577023.622
11297821	214836830	2	1411577095.615
11297821	214642016	2	1411577129.008
11297822	214849404	1	1411791748.162
11297822	214849404	1	1411791801.817
11297822	214639622	1	1411791848.622
11297822	214849406	1	1411791895.142
